"apple","positive","126350948548354048"
"twitter","irrelevant","126878819826139136"
"twitter","irrelevant","126863118398787584"
"google","neutral","126487043462266880"
"apple","neutral","125980676653723648"
"twitter","neutral","126863942634057728"
"twitter","irrelevant","126882787029553153"
"microsoft","neutral","126749618229878784"
"microsoft","neutral","126613640278315008"
"microsoft","irrelevant","126575637942120448"
"microsoft","positive","126633708315873280"
"microsoft","neutral","126716781510410240"
"google","neutral","126492775842713600"
"apple","negative","125706246056706049"
"twitter","irrelevant","126877113348403201"
"twitter","irrelevant","126869031180451840"
"microsoft","neutral","126651363718467585"
"apple","neutral","125276525472911360"
"microsoft","neutral","126569564963217408"
"google","irrelevant","126516602316406784"
"apple","positive","125547297072357376"
"twitter","irrelevant","126862464003477504"
"google","neutral","126509922505596928"
"google","irrelevant","126493154219266048"
"microsoft","neutral","126677721647554561"
"microsoft","irrelevant","126764341784625152"
"google","neutral","126529224642281472"
"google","neutral","126513430508212224"
"microsoft","negative","126680630087008257"
"twitter","irrelevant","126872023552102400"
"microsoft","irrelevant","126686733222944768"
"apple","negative","125929899071516676"
"twitter","irrelevant","126857383715676160"
"twitter","irrelevant","126874348110888960"
"apple","irrelevant","125232405517844481"
"google","neutral","126490158815125504"
"microsoft","negative","126579121303207936"
"microsoft","neutral","126751180557778945"
"google","neutral","126522978971299840"
"microsoft","neutral","126744229912379392"
"apple","neutral","126065983138955265"
"twitter","irrelevant","126858004690767872"
"twitter","negative","126870618825179136"
"apple","positive","125728717942161408"
"google","neutral","126493174477758464"
"apple","positive","125713935344214016"
"google","irrelevant","126534037929074688"
"google","irrelevant","126502546486464512"
"microsoft","irrelevant","126613470245437440"
"microsoft","negative","126662601139695616"
"apple","negative","125400161886277632"
"twitter","irrelevant","126879692635635712"
"apple","negative","125814380871946240"
"apple","negative","125202037293064192"
"microsoft","neutral","126779783760723968"
"apple","neutral","125927540249473024"
"twitter","neutral","126881580521234432"
"twitter","irrelevant","126882080050262016"
"microsoft","positive","126663720075141121"
"google","irrelevant","126534127435530240"
"apple","neutral","126387460463788032"
"apple","irrelevant","125353260520443904"
"twitter","neutral","126878824574095360"
"twitter","neutral","126869751476654080"
"apple","neutral","125994997609803776"
"microsoft","irrelevant","126726459246129152"
"apple","neutral","125695449423286272"
"twitter","neutral","126862560870940673"
"twitter","irrelevant","126864188969725953"
"twitter","irrelevant","126875039621578752"
"microsoft","neutral","126698182141947904"
"google","irrelevant","126488234359406593"
"twitter","neutral","126878539487252480"
"google","neutral","126518025863168000"
"google","positive","126497976314109952"
"apple","negative","125227837438435328"
"apple","negative","126418790706712576"
"apple","irrelevant","126340074777489408"
"twitter","neutral","126876467631104000"
"microsoft","negative","126510880761458688"
"microsoft","neutral","126604903408869378"
"apple","positive","126002597063696384"
"twitter","neutral","126853667738497025"
"microsoft","positive","126779217911349248"
"twitter","irrelevant","126873944501399552"
"google","irrelevant","126492487111028736"
"google","neutral","126531560194326530"
"apple","negative","126377298650861568"
"microsoft","irrelevant","126637471676104704"
"twitter","neutral","126860933988483073"
"google","irrelevant","126515693993738240"
"apple","neutral","125938325151432706"
"microsoft","neutral","126592300070608896"
"google","neutral","126533485837037568"
"microsoft","irrelevant","126576827476094976"
"apple","neutral","126394795802370049"
"apple","irrelevant","126297754799587328"
"apple","neutral","125930002607906816"
"apple","negative","125731810733867011"
"microsoft","irrelevant","126786402837995521"
"google","neutral","126522225674301440"
"twitter","neutral","126878545338310656"
"microsoft","irrelevant","126733528758095872"
"microsoft","neutral","126781699811061760"
"google","neutral","126535080557551616"
"microsoft","irrelevant","126796467213058048"
"apple","neutral","125803571601080320"
"apple","negative","126068917012668416"
"microsoft","neutral","126619256015167488"
"apple","neutral","126192452297170945"
"apple","irrelevant","126173465253384193"
"apple","positive","126394830791254016"
"apple","negative","125987979784224770"
"microsoft","neutral","126793516398546945"
"twitter","neutral","126867320005066752"
"twitter","neutral","126869175053467649"
"twitter","irrelevant","126863696726200320"
"twitter","irrelevant","126862150265352193"
"apple","negative","125973390283653120"
"twitter","positive","126880559162077184"
"apple","neutral","126308556294205441"
"microsoft","neutral","126802586178293760"
"google","positive","126488933772169216"
"google","irrelevant","126488289988452352"
"apple","neutral","125625566203346944"
"twitter","irrelevant","126860890749419521"
"microsoft","irrelevant","126675434065764352"
"apple","negative","125645811903250432"
"apple","irrelevant","125542968844226560"
"twitter","neutral","126873977284079616"
"microsoft","irrelevant","126666904764030977"
"apple","neutral","125667159547461633"
"twitter","positive","126858606695030784"
"apple","neutral","125691975474229248"
"google","neutral","126492274766004226"
"microsoft","irrelevant","126644764383780865"
"microsoft","neutral","126758715981434881"
"twitter","irrelevant","126873447912587264"
"twitter","irrelevant","126865573228445696"
"twitter","irrelevant","126866426521849857"
"google","irrelevant","126524213401096192"
"microsoft","neutral","126779040282587138"
"apple","positive","125402636764712960"
"twitter","neutral","126869749098487809"
"google","neutral","126492737766834177"
"google","neutral","126489263490596864"
"twitter","neutral","126873153015263233"
"twitter","neutral","126874138836074497"
"twitter","irrelevant","126862308302532608"
"apple","neutral","126007705600135168"
"google","irrelevant","126494156368523267"
"twitter","irrelevant","126877288418639872"
"twitter","negative","126882964582838272"
"microsoft","neutral","126804966491955201"
"apple","neutral","125266503657472000"
"google","positive","126493101807239168"
"microsoft","negative","126603861933817856"
"microsoft","negative","126686075287642112"
"twitter","positive","126881835463614464"
"twitter","neutral","126863392764989440"
"google","neutral","126495319792959488"
"microsoft","irrelevant","126566043928895489"
"twitter","irrelevant","126867149775044608"
"apple","negative","126308005779210241"
"twitter","irrelevant","126854999442587648"
"twitter","irrelevant","126877547899269120"
"google","neutral","126534080627093504"
"google","irrelevant","126526781019787264"
"google","irrelevant","126489580835848193"
"google","irrelevant","126492256868900865"
"microsoft","negative","126763108080427009"
"google","neutral","126530423026233346"
"google","neutral","126509495907135489"
"microsoft","neutral","126496197220380672"
"microsoft","neutral","126580539636449281"
"twitter","neutral","126868990730575872"
"apple","irrelevant","126405660308021248"
"microsoft","irrelevant","126719569179054080"
"microsoft","negative","126567507350913024"
"google","neutral","126484018211454976"
"google","irrelevant","126498584110710784"
"apple","negative","126417285559762944"
"apple","negative","126084068298334208"
"microsoft","negative","126572762411171840"
"google","neutral","126527743528673280"
"microsoft","irrelevant","126689129131028480"
"apple","neutral","125532202057482240"
"microsoft","irrelevant","126759115488903168"
"twitter","irrelevant","126870391774908416"
"apple","neutral","125990236743405568"
"google","irrelevant","126531280253882368"
"microsoft","irrelevant","126530235402424322"
"google","irrelevant","126508103368835072"
"google","positive","126490282878443520"
"apple","neutral","125926624930693121"
"microsoft","neutral","126665951172243456"
"apple","negative","126006116168642560"
"twitter","positive","126857082199744513"
"twitter","neutral","126879759316697088"
"microsoft","neutral","126762576557248512"
"apple","negative","126310645443461121"
"twitter","irrelevant","126858248325308416"
"microsoft","neutral","126781384600727552"
"google","irrelevant","126527053133656066"
"apple","neutral","126315088641658881"
"apple","neutral","125947460592996352"
"twitter","negative","126878307693244417"
"google","neutral","126490265463701504"
"twitter","neutral","126877527674322944"
"apple","negative","126321169468100609"
"microsoft","negative","126778114385772548"
"apple","neutral","125459423870197760"
"google","irrelevant","126489023928741890"
"google","neutral","126514945373376512"
"apple","neutral","125967126912712705"
"microsoft","neutral","126651399730769922"
"microsoft","neutral","126619258099744768"
"microsoft","neutral","126795009986002946"
"apple","negative","125236166151774208"
"twitter","neutral","126877441359757313"
"twitter","irrelevant","126877693563244544"
"apple","positive","126366353757179904"
"google","neutral","126492726601584640"
"apple","irrelevant","125534067495141376"
"microsoft","irrelevant","126612194594000896"
"google","irrelevant","126490976565985281"
"google","irrelevant","126498451289673728"
"apple","neutral","126358012343492608"
"apple","neutral","125969128514260992"
"google","neutral","126487372039847937"
"apple","negative","126375381249966080"
"google","irrelevant","126525815084158976"
"google","irrelevant","126492052371406848"
"microsoft","neutral","126696627955171328"
"google","irrelevant","126491801723994114"
"google","positive","126491109982613505"
"google","neutral","126529019284946944"
"apple","neutral","126281432644595713"
"twitter","neutral","126882453943103488"
"microsoft","irrelevant","126518577263153152"
"twitter","neutral","126872087414583296"
"microsoft","neutral","126714453105446912"
"twitter","neutral","126868633195524096"
"google","neutral","126491459078729728"
"apple","neutral","126209902241787904"
"google","neutral","126529168715431936"
"apple","irrelevant","126346705292640257"
"apple","negative","126270073420791810"
"apple","neutral","125963773176582144"
"twitter","positive","126880912754475008"
"google","irrelevant","126534871299538944"
"apple","negative","125294978623746048"
"twitter","neutral","126875692855078912"
"twitter","neutral","126860341941518336"
"twitter","irrelevant","126872615380987905"
"twitter","negative","126881658854064128"
"google","irrelevant","126508667007803392"
"twitter","irrelevant","126858835058098176"
"microsoft","neutral","126607793280126976"
"google","positive","126495221373607936"
"apple","negative","125588697872728065"
"google","neutral","126515341567344641"
"apple","neutral","125591434056318977"
"microsoft","neutral","126557171742810112"
"apple","negative","126004661248471040"
"apple","negative","125309448108519424"
"twitter","neutral","126863525481156608"
"google","neutral","126492719987179520"
"microsoft","irrelevant","126655411871940608"
"apple","negative","126042137740574720"
"microsoft","irrelevant","126783417152053248"
"apple","neutral","126022527578406912"
"google","positive","126513425043030016"
"twitter","neutral","126855838047547392"
"microsoft","neutral","126766670109872128"
"apple","irrelevant","126022958710915072"
"microsoft","neutral","126609815278592000"
"google","neutral","126533944832311298"
"microsoft","neutral","126742062635810817"
"twitter","neutral","126876823723315200"
"twitter","neutral","126871013937000450"
"microsoft","neutral","126561530258001920"
"microsoft","neutral","126779778090008576"
"microsoft","neutral","126615350916816896"
"microsoft","irrelevant","126651164325457920"
"twitter","neutral","126880481361920000"
"twitter","neutral","126868831493820416"
"microsoft","neutral","126735639508037632"
"twitter","neutral","126866187790450688"
"twitter","neutral","126869742068842496"
"microsoft","neutral","126590959290032128"
"google","neutral","126492088270454785"
"apple","negative","126034507475337216"
"google","positive","126498587499696128"
"google","irrelevant","126492723673960448"
"google","positive","126488249739915264"
"google","neutral","126490662416826369"
"microsoft","neutral","126677913058820097"
"google","neutral","126502770130960384"
"twitter","irrelevant","126871890320035841"
"apple","neutral","126301989486342145"
"twitter","neutral","126881996629753856"
"apple","positive","125279447669669888"
"google","neutral","126508753997668352"
"google","neutral","126532361587396610"
"microsoft","neutral","126552864876269568"
"apple","negative","126405405667627008"
"twitter","irrelevant","126863368492564481"
"twitter","neutral","126868239203573760"
"google","negative","126533446293127168"
"twitter","neutral","126874662268452864"
"apple","positive","125537578974851072"
"google","neutral","126490797225934850"
"twitter","positive","126867350476697601"
"apple","neutral","125257803790159873"
"apple","neutral","125979228452818944"
"google","negative","126507644742672384"
"google","irrelevant","126494434887090177"
"microsoft","irrelevant","126544902107570176"
"microsoft","neutral","126686012884787200"
"apple","neutral","125281502866059264"
"apple","neutral","125309663913840640"
"twitter","irrelevant","126861539511775232"
"twitter","neutral","126865954645884928"
"twitter","neutral","126870356563722240"
"google","neutral","126517558152134656"
"google","neutral","126519044798029824"
"apple","neutral","126039521853845504"
"twitter","neutral","126872528235921409"
"apple","neutral","125694587313467393"
"apple","irrelevant","126310736577298432"
"google","irrelevant","126532119278264320"
"microsoft","neutral","126692811859963904"
"twitter","neutral","126879257975734272"
"twitter","irrelevant","126859794383515649"
"google","irrelevant","126521505097068544"
"apple","neutral","126317201962700800"
"microsoft","irrelevant","126737489229656066"
"apple","irrelevant","125421514928558080"
"twitter","irrelevant","126875171008163840"
"twitter","neutral","126883517706674176"
"twitter","neutral","126861820169437184"
"apple","irrelevant","126312509983559681"
"microsoft","negative","126543225501650944"
"apple","negative","125588202286366721"
"microsoft","neutral","126692854981595136"
"microsoft","irrelevant","126752126880858112"
"twitter","neutral","126864657817407490"
"twitter","neutral","126868090687459328"
"microsoft","neutral","126567546165014528"
"microsoft","neutral","126631077468049408"
"microsoft","irrelevant","126652553038540800"
"twitter","neutral","126859326294999041"
"google","positive","126508433582211072"
"twitter","irrelevant","126862632648065025"
"google","neutral","126493335518068736"
"google","positive","126492970793971712"
"google","irrelevant","126514704347693056"
"google","positive","126497655785402368"
"twitter","irrelevant","126866474806673408"
"apple","positive","126360935509135362"
"apple","negative","126328782700285952"
"apple","negative","125934808592433153"
"microsoft","irrelevant","126642364667269120"
"twitter","neutral","126856150980374528"
"microsoft","irrelevant","126550811894480896"
"apple","irrelevant","125405429583970305"
"twitter","neutral","126872004652580864"
"twitter","irrelevant","126870079798378497"
"apple","neutral","125706125764083712"
"twitter","irrelevant","126881398316466178"
"twitter","irrelevant","126881427550773248"
"microsoft","irrelevant","126669192157073408"
"google","neutral","126501155999203328"
"twitter","neutral","126860495079735296"
"twitter","irrelevant","126864848649846784"
"microsoft","irrelevant","126679053347467264"
"google","irrelevant","126527760746295296"
"google","neutral","126512130752126976"
"google","neutral","126496835920609280"
"apple","negative","125341804857008128"
"twitter","irrelevant","126854818101858304"
"microsoft","neutral","126722158394228736"
"twitter","neutral","126855856414404608"
"apple","negative","125365814579826688"
"microsoft","positive","126748497096622080"
"twitter","neutral","126863814619709441"
"microsoft","neutral","126737116049833984"
"apple","positive","126095744531832832"
"microsoft","neutral","126669451369263106"
"microsoft","neutral","126607106953580546"
"google","irrelevant","126522492700471297"
"microsoft","neutral","126635053139763200"
"microsoft","negative","126566106252062720"
"google","irrelevant","126491078797950976"
"apple","irrelevant","125996653990772737"
"microsoft","neutral","126699405356171264"
"microsoft","neutral","126746786806247424"
"google","irrelevant","126522478280450048"
"microsoft","irrelevant","126615034007789569"
"microsoft","neutral","126678725491294209"
"twitter","neutral","126861418078277632"
"apple","negative","126357580741226496"
"microsoft","neutral","126625418118832128"
"twitter","neutral","126869488007262208"
"microsoft","irrelevant","126630702392426496"
"microsoft","irrelevant","126775002082189312"
"google","irrelevant","126489907349831680"
"google","neutral","126512265036959744"
"google","neutral","126534362148782080"
"twitter","negative","126864575508381696"
"microsoft","positive","126650473322262529"
"twitter","irrelevant","126866027316383744"
"microsoft","neutral","126703842732683265"
"apple","positive","126324177501302784"
"google","neutral","126499521822867458"
"microsoft","negative","126682137972834305"
"google","neutral","126529111819681792"
"apple","negative","126012404332113920"
"microsoft","neutral","126565140702298112"
"microsoft","irrelevant","126671001357529089"
"apple","neutral","126008776322064384"
"microsoft","irrelevant","126646439924334592"
"microsoft","irrelevant","126588920958955521"
"microsoft","positive","126665091381854208"
"google","neutral","126496930204352512"
"microsoft","irrelevant","126673257175855106"
"google","irrelevant","126491986927685632"
"apple","negative","125369698840887297"
"apple","neutral","126232037492404224"
"apple","irrelevant","125990804488601600"
"google","positive","126494442290020352"
